DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Bicarbonate,,,108,mg/L,,,5,mg/L,Method Detection Level,,PH/EC/ALK-ED,"APHA 4500-H, 2510, 2320",APHA,,2015-10-13,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Boron,,Dissolved,,,,Below Detection/Quantification Limit,0.05,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Boron,,Dissolved,,,,Below Detection/Quantification Limit,0.05,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Boron,,Total,,,,Below Detection/Quantification Limit,0.01,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Boron,,Total,,,,Below Detection/Quantification Limit,0.01,mg/l,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cadmium,,Dissolved,,,,Below Detection/Quantification Limit,0.000025,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cadmium,,Dissolved,,,,Below Detection/Quantification Limit,0.000025,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.000005,mg/l,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.000005,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Calcium,,Dissolved,37.7,mg/L,,,0.5,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Calcium,,Total,37.3,mg/L,,,0.05,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Carbonate,,Total,,,,Below Detection/Quantification Limit,5,mg/L,Method Detection Level,,PH/EC/ALK-ED,"APHA 4500-H, 2510, 2320",APHA,,2015-10-13,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Carbonate,,Total,,,,Below Detection/Quantification Limit,5,mg/l,Method Detection Level,,PH/EC/ALK-ED,"APHA 4500-H, 2510, 2320",APHA,,2015-10-13,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Chloride,,Total,,,,Below Detection/Quantification Limit,0.5,mg/L,Method Detection Level,,CL-IC-N-ED,EPA 300.1 (mod),USEPA,,2015-10-07,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Chloride,,Total,,,,Below Detection/Quantification Limit,0.5,mg/l,Method Detection Level,,CL-IC-N-ED,EPA 300.1 (mod),USEPA,,2015-10-07,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Chromium,,Dissolved,,,,Below Detection/Quantification Limit,0.0005,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Chromium,,Dissolved,,,,Below Detection/Quantification Limit,0.0005,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Chromium,,Total,0.00016,mg/L,,,0.0001,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cobalt,,Dissolved,,,,Below Detection/Quantification Limit,0.0005,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cobalt,,Dissolved,,,,Below Detection/Quantification Limit,0.0005,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cobalt,,Total,,,,Below Detection/Quantification Limit,0.0001,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Cobalt,,Total,,,,Below Detection/Quantification Limit,0.0001,mg/l,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Conductivity,,,287,uS/cm,,,0.2,uS/cm,Method Detection Level,,PH/EC/ALK-ED,"APHA 4500-H, 2510, 2320",APHA,,2015-10-13,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Copper,,Dissolved,,,,Below Detection/Quantification Limit,0.001,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Copper,,Dissolved,,,,Below Detection/Quantification Limit,0.001,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Copper,,Total,,,,Below Detection/Quantification Limit,0.0005,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Copper,,Total,,,,Below Detection/Quantification Limit,0.0005,mg/l,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Fluoride,,Total,0.075,mg/L,,,0.02,mg/L,Method Detection Level,,F-IC-N-ED,EPA 300.1 (mod),USEPA,,2015-10-07,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,"Hardness, carbonate",as CaCO3,,147,mg/L,,,,mg/L,Method Detection Level,,ETL-HARDNESS-TOT-ED,APHA 2340 B-Calculation,APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,"Hardness, carbonate",as CaCO3,,140,mg/L,,,,mg/L,Method Detection Level,,IONBALANCE-ED,APHA 1030E,APHA,,2015-10-16,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,"Hardness, carbonate",as CaCO3,,140,mg/L,,,1.3,mg/L,Method Detection Level,,ETL-HARDNESS-DIS-ED,APHA 2340 B-Calculation,APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Hydroxide,,Total,,,,Below Detection/Quantification Limit,5,mg/L,Method Detection Level,,PH/EC/ALK-ED,"APHA 4500-H, 2510, 2320",APHA,,2015-10-13,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Hydroxide,,Total,,,,Below Detection/Quantification Limit,5,mg/l,Method Detection Level,,PH/EC/ALK-ED,"APHA 4500-H, 2510, 2320",APHA,,2015-10-13,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,0.037,mg/L,,,0.022,mg/L,Method Detection Level,,NO2+NO3-CALC-ED,,,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Iron,,Dissolved,,,,Below Detection/Quantification Limit,0.05,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Iron,,Dissolved,,,,Below Detection/Quantification Limit,0.05,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Iron,,Total,0.148,mg/L,,,0.01,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Lead,,Dissolved,,,,Below Detection/Quantification Limit,0.00025,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Lead,,Dissolved,,,,Below Detection/Quantification Limit,0.00025,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Lead,,Total,0.000149,mg/L,,,0.00005,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Lithium,,Dissolved,,,,Below Detection/Quantification Limit,0.005,mg/l,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Lithium,,Dissolved,,,,Below Detection/Quantification Limit,0.005,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Lithium,,Total,0.0024,mg/L,,,0.001,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Magnesium,,Dissolved,11.2,mg/L,,,0.1,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Magnesium,,Total,13,mg/L,,,0.005,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Manganese,,Dissolved,0.00083,mg/L,,,0.0005,mg/L,Method Detection Level,,MET-D-CCMS-ED,APHA 3030B/6020A (mod),APHA,,2015-10-15,,,ALS,L1684421-1
Upper Athabasca Community Based Monitoring (UATHCBM),UATH00,Entrance,53.37608,-117.69993,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2015-10-02,11:00:00,,,,,Water Bottle,Manganese,,Total,0.00697,mg/L,,,0.0001,mg/L,Method Detection Level,,MET-T-CCMS-ED,EPA 200.2/6020A (mod),USEPA,,2015-10-14,,,ALS,L1684421-1
