DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Barium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Beryllium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Beryllium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.05,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.05,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Calcium,,Unspecified,0.1,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Calcium,,Unspecified,67.2,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Calcium,,Unspecified,69.3,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cesium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cesium,,Total,,,,Below Detection/Quantification Limit,0.7,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cesium,,Total,,,,Below Detection/Quantification Limit,0.8,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cesium,,Total,,,,Below Detection/Quantification Limit,0.7,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cesium,,Total,,,,Below Detection/Quantification Limit,0.8,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cesium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chloride,,Unspecified,,,,Below Detection/Quantification Limit,0.7,mg/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chloride,,Unspecified,,,,Below Detection/Quantification Limit,0.7,mg/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chloride,,Unspecified,2.9,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chloride,,Unspecified,2.7,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chromium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chromium,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chromium,,Total,0.2,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Chromium,,Total,0.4,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cobalt,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Cobalt,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Copper,,Total,1.1,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Copper,,Total,1,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Copper,,Total,,,,Below Detection/Quantification Limit,0.2,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Copper,,Total,,,,Below Detection/Quantification Limit,0.2,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Fluoride,,Unspecified,0.1,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Fluoride,,Unspecified,,,,Below Detection/Quantification Limit,0.1,uS/cm,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Fluoride,,Unspecified,,,,Below Detection/Quantification Limit,0.1,mg/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Fluoride,,Unspecified,,,,Below Detection/Quantification Limit,0.1,mg/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Iron,,Total,557,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Iron,,Total,576,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Iron,,Total,,,,Below Detection/Quantification Limit,5,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Iron,,Total,,,,Below Detection/Quantification Limit,5,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Lead,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Lead,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Lead,,Total,0.2,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Lithium,,Total,7,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Lithium,,Total,,,,Below Detection/Quantification Limit,0.2,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Lithium,,Total,,,,Below Detection/Quantification Limit,0.2,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Magnesium,,Unspecified,12.6,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Magnesium,,Unspecified,13,mg/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Magnesium,,Unspecified,,,,Below Detection/Quantification Limit,0.1,mg/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Magnesium,,Unspecified,,,,Below Detection/Quantification Limit,0.1,mg/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Mercury,,Total,,,,Below Detection/Quantification Limit,0.01,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Mercury,,Total,,,,Below Detection/Quantification Limit,0.01,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Molybdenum,,Total,0.7,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Molybdenum,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Molybdenum,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Nickel,,Total,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Nickel,,Total,0.9,ug/L,,,,,,,,,,,,,,Taiga,
K'agee Tu First Nation (KTFN) Community Based Monitoring of Kakisa River watershed,1-0 UKM,Upper Kakisa River Mouth,60.4606,-118.0891,UNKWN,,,,,River/Stream,Sample-Routine,Surface Water,2011-12-15,,,,,,Water Bottle,Nickel,,Total,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,Taiga,
