DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Calcium,,Unspecified,25500,ug/L,,,10,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Chromium,,Unspecified,0.2,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Cobalt,,Unspecified,0.028,ug/L,,,0.005,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Copper,,Unspecified,1.2,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Iron,,Unspecified,,,,Below Detection/Quantification Limit,10,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Iron,,Unspecified,,,,Below Detection/Quantification Limit,10,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Lead,,Unspecified,,,,Below Detection/Quantification Limit,0.01,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Lead,,Unspecified,,,,Below Detection/Quantification Limit,0.01,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Lithium,,Unspecified,3.86,ug/L,,,0.05,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Magnesium,,Unspecified,5890,ug/L,,,5,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Manganese,,Unspecified,0.3,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Molybdenum,,Unspecified,0.7,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Nickel,,Unspecified,1.1,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Potassium,,Unspecified,970,ug/L,,,10,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Rubidium,,Unspecified,0.7,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Selenium,,Unspecified,,,,Below Detection/Quantification Limit,0.5,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Selenium,,Unspecified,,,,Below Detection/Quantification Limit,0.5,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Silver,,Unspecified,,,,Below Detection/Quantification Limit,0.005,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Silver,,Unspecified,,,,Below Detection/Quantification Limit,0.005,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Sodium,,Unspecified,6990,ug/L,,,20,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Strontium,,Unspecified,129,ug/L,,,0.5,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Tellurium,,Unspecified,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Tellurium,,Unspecified,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Thallium,,Unspecified,,,,Below Detection/Quantification Limit,0.05,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Thallium,,Unspecified,,,,Below Detection/Quantification Limit,0.05,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Tin,,Unspecified,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Tin,,Unspecified,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Uranium,,Unspecified,0.39,ug/L,,,0.05,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Vanadium,,Unspecified,0.2,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Bottom,"GSL, near Ruth Island, W17 Bottom",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Quality Control Sample-Field Replicate,Surface Water,2014-09-03,,,,,,,Zinc,,Unspecified,0.2,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-02
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Aluminum,,Unspecified,2.1,ug/L,,,0.5,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Antimony,,Unspecified,0.21,ug/L,,,0.05,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Arsenic,,Unspecified,0.4,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Barium,,Unspecified,39.1,ug/L,,,0.5,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Beryllium,,Unspecified,,,,Below Detection/Quantification Limit,0.01,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Beryllium,,Unspecified,,,,Below Detection/Quantification Limit,0.01,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Bismuth,,Unspecified,,,,Below Detection/Quantification Limit,0.1,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Bismuth,,Unspecified,,,,Below Detection/Quantification Limit,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Boron,,Unspecified,14.1,ug/L,,,0.5,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Cadmium,,Unspecified,0.008,ug/L,,,0.001,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Calcium,,Unspecified,24000,ug/L,,,10,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Chromium,,Unspecified,0.3,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Cobalt,,Unspecified,0.236,ug/L,,,0.005,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Copper,,Unspecified,1.1,ug/L,,,0.1,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Iron,,Unspecified,,,,Below Detection/Quantification Limit,10,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Iron,,Unspecified,,,,Below Detection/Quantification Limit,10,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Lead,,Unspecified,,,,Below Detection/Quantification Limit,0.01,ug/l,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
"CIMP 161_Cumulative Impacts Monitoring of Aquatic Ecosystem Health of Yellowknife Bay, Great Slave Lake, NWT",W17 Surface,"GSL, near Ruth Island, W17 Surface",62.54138889,-114.4025,WGS84,,,,,Lake/Pond,Sample-Other,Surface Water,2014-09-03,,,,,,,Lead,,Unspecified,,,,Below Detection/Quantification Limit,0.01,ug/L,Method Detection Level,,,,,,,,,"RPC Laboratories, Fredericton, NB",177831-01
