DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,Conductivity,,,121,uS/cm,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Secchi Disk,Depth of water column,,,0.85,m,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Secchi Disk,Depth of water column,,,0.85,m,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,4.5,mg/L,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,4.5,mg/L,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,,pH,,,6.8,None,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,,pH,,,6.8,None,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,"Temperature, air",,,23,deg C,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,"Temperature, air",,,23,deg C,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,"Temperature, water",,,19,deg C,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Probe/Sensor,"Temperature, water",,,19,deg C,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Test strip,Total hardness,,,0,mg/L,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2778,"Copper Lake, Tangier:Copper Lake",44.8034724,-62.6980698,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-11,12:40:00,,,,,Test strip,Total hardness,,,0,mg/L,Actual,,,,,,"Weather was warm but overcast at the time of taking samples.
Previous 24 hours has been warm with mainly clear skies, gusty winds.
No rain for 6 days.
Noticed a patch of Japanese Knotweed close to the sampling point.",,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Test strip,"Alkalinity, total",,,20,mg/L,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Test strip,Chlorine,,,0.5,ppm,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Probe/Sensor,Conductivity,,,78,uS/cm,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Secchi Disk,Depth of water column,,,1.2,m,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9,mg/L,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,,pH,,,7.5,None,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Probe/Sensor,"Temperature, air",,,22,deg C,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Probe/Sensor,"Temperature, water",,,17,deg C,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2784,Ottawa river:Up stream of Brittania beach,45.3651951,-75.8060184,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-12,17:38:00,,,,,Test strip,Total hardness,,,50,mg/L,Actual,,,,,,,,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Test strip,"Alkalinity, total",,,40,mg/L,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Test strip,"Alkalinity, total",,,40,mg/L,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Test strip,Chlorine,,,0.8,ppm,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Test strip,Chlorine,,,0.8,ppm,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,Conductivity,,,26,uS/cm,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,Conductivity,,,26,uS/cm,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Secchi Disk,Depth of water column,,,2.9,m,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Secchi Disk,Depth of water column,,,2.9,m,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Secchi Disk,"Depth, Secchi disk depth",,,2,m,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Secchi Disk,"Depth, Secchi disk depth",,,2,m,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7,mg/L,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7,mg/L,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,,pH,,,6.4,None,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,,pH,,,6.4,None,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,"Temperature, air",,,22,deg C,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,"Temperature, air",,,22,deg C,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,"Temperature, water",,,17.5,deg C,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Probe/Sensor,"Temperature, water",,,17.5,deg C,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Test strip,Total hardness,,,0,mg/L,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2785,Lake Charlotte:Lake Charlotte public boat launch,44.7690772,-62.9491269,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,12:05:00,,,,,Test strip,Total hardness,,,0,mg/L,Actual,,,,,,"Weather was overcast but warm, last 24 hours weather very sunny with blue skies.
Access to the water by a floating dock which took me 5m out into the water. 
Water was quite cloudy and had a distinct brown tinge. I was suprised that the conductivity readings were so low!
A few people out and about on boats today.",,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Test strip,"Alkalinity, total",,,80,mg/L,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Probe/Sensor,Conductivity,,,83,uS/cm,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Secchi Disk,Depth of water column,,,6.5,m,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Secchi Disk,"Depth, Secchi disk depth",,,6.5,m,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9,mg/L,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,,pH,,,7.5,None,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Probe/Sensor,"Temperature, air",,,19.5,deg C,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2910,South Slocan Lake:South Slocan Lake at Slocan Beach,49.7694,-117.4727999,UNKWN,,,,,Lake/Pond,Field Msr/Obs,Surface Water,2019-06-13,14:42:17,,,,,Probe/Sensor,"Temperature, water",,,16.5,deg C,Actual,,,,,,Collected data from smaller dock due to high wind conditions,,,,,,,,
Equipping communities in data-deficient areas,2513,Ottawa River:Remic Beach,45.4074593,-75.7468915,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-13,15:00:00,,,,,Test strip,"Alkalinity, total",,,40,mg/L,Actual,,,,,,"River level: 58.93 (Britannia gauge)

Testing with help from St George Elementary School 2nd grade class.",,,,,,,,
Equipping communities in data-deficient areas,2513,Ottawa River:Remic Beach,45.4074593,-75.7468915,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-13,15:00:00,,,,,Test strip,"Alkalinity, total",,,40,mg/L,Actual,,,,,,"River level: 58.93 (Britannia gauge)

Testing with help from St George Elementary School 2nd grade class.",,,,,,,,
Equipping communities in data-deficient areas,2513,Ottawa River:Remic Beach,45.4074593,-75.7468915,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-06-13,15:00:00,,,,,Test strip,Chlorine,,,0,ppm,Actual,,,,,,"River level: 58.93 (Britannia gauge)

Testing with help from St George Elementary School 2nd grade class.",,,,,,,,
