DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Organic carbon,,Dissolved,10.7,mg/L,Actual,,,,,,,5310B,APHA,INFRARED SPECTROSCOPY,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Organic carbon,,Total,10.9,mg/L,Actual,,,,,,,5310B,APHA,INFRARED SPECTROSCOPY,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Orthophosphate,as P,Filtered,0.002,mg/L,Actual,,,,,,,4500-P F,APHA,COLORIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,pH,,,7.24,None,Actual,,,,,,,4500-H+A/4500-H+B,APHA,AUTOMATED PH METER,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Potassium,,,1.91,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,"Silica, reactive",,,6.75,mg/L,Actual,,,,,,,4500-SI F,APHA,COLORIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Sodium,,Dissolved,7.83,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Sulfate,,Dissolved,226,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Total dissolved solids,,,366,mg/L,Actual,,,,,,,2540C/2540D,APHA,GRAVIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Total hardness,,,255,mg/L,Actual,,,,,,,,,Unspecified,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,"Total Nitrogen, mixed forms",as N,Filtered,0.56,mg/L,Actual,,,,,,,ASTMD5176-91/ISO11905,PROPRIETARY,CHEMILUMINESCENCE,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.59,mg/L,Actual,,,,,,,ASTMD5176-91/ISO11905,PROPRIETARY,CHEMILUMINESCENCE,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,"Total Phosphorus, mixed forms",as P,Filtered,0.008,mg/L,Actual,,,,,,,4500-P F,APHA,COLORIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,"Total Phosphorus, mixed forms",as P,Unfiltered,0.02,mg/L,Actual,,,,,,,4500-P F,APHA,COLORIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Total suspended solids,,,4,mg/L,Actual,,,,,,,2540C/2540D,APHA,GRAVIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,True color,,,14,TCU,Actual,,,,,,,2120C,APHA,SPECTROPHOMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-30-US,CIMP 211,67.251697,-135.269692,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Turbidity,,,3.41,NTU,Actual,,,,,,,2130B,APHA,NEPHELOMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,"Alkalinity, total",as CaCO3,,45.9,mg/L,Actual,,,,,,,2320A/2320B,APHA,AUTOMATED TITRIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Ammonia,as N,Filtered,0.969,mg/L,Actual,,,,,,,4500-NH3,APHA,COLORIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Apparent color,,,111,CU,Actual,,,,,,,2120C,APHA,SPECTROPHOMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Calcium,,Dissolved,189,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Chloride,,Dissolved,4.2,mg/L,Actual,,,,,,,4500-CL,APHA,COLORIMETRIC,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Conductivity,,,1450,uS/cm,Actual,,,,,,,2510B,APHA,AUTOMATED CONDUCTIVITY METER,,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Fluoride,,Dissolved,0.6,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Inorganic nitrogen (nitrate and nitrite),as N,Filtered,0.06,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Magnesium,,Dissolved,61.5,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
"CIMP 211 Impacts of Permafrost Thaw Slump Extent, Severity, and Persistence on Stream Biotic Health",STN-38-DS,CIMP 211,67.183294,-135.80765,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-08-05,,,,,,,Nitrate,as N,Filtered,0.06,mg/L,Actual,,,,,,,4110B,APHA,ION CHROMATOGRAPHY (IC),,,,Taiga Environmental Laboratory,
