DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Chloride,,"Filtered, field",9.52,mg/L,Actual,,,,,,,Method 325.2,USEPA,Ferrithiocyante method.,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-07-04,,,,,,Probe/Sensor,Conductivity,,,272,uS/cm,Actual,,,,,,,,,,,,,,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Iron,,"Filtered, field",0.22,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Magnesium,,"Filtered, field",10.94,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Manganese,,"Filtered, field",0.01,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Mercury,,"Filtered, lab",1.54,ng/L,Actual,,,,,,,Method 1631,USEPA,Mercury in Water by CVAFS,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Mercury,,Total,1.59,ng/L,Actual,,,,,,,Method 1631,USEPA,Mercury in Water by CVAFS,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Methylmercury(1+),,"Filtered, lab",0.04,ng/L,Actual,,,,,,,Isotope dilution following distillation,PROPRIETARY,Isotope dilution following distillation,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Methylmercury(1+),,Total,0.05,ng/L,Actual,,,,,,,Isotope dilution following distillation,PROPRIETARY,Isotope dilution following distillation,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Nitrate,as N,"Filtered, field",14.81,ug/L,Actual,,,,,,,Method 353.1,USEPA,Hydrazine reduction method.,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Nitrite,as N,"Filtered, field",,,Actual,Not Detected,,,,,,Method 353.1,USEPA,Hydrazine reduction method.,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Organic carbon,,"Filtered, field",12.75,mg/L,Actual,,,,,,,Non-Purgeable Organic Carbon,PROPRIETARY,Shimadzu TOC-L CPH Model + TNM-L,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Orthophosphate,as P,"Filtered, field",5.15,ug/L,Actual,,,,,,,Method 365.1,USEPA,Molybdenum Blue method,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-07-04,,,,,,Probe/Sensor,pH,,,7.79,None,Actual,,,,,,,,,,,,,,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Potassium,,"Filtered, field",0.27,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Sodium,,"Filtered, field",1.53,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,"Specific UV Absorbance at 254 nm, corrected for Fe",,,3.22,L/mg-cm,Calculated,,,,,,,"SUVA 254, Fe corrected",PROPRIETARY,"SUVA 254, Fe corrected",,,,Catchment and Wetland Sciences Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Sulfate,,"Filtered, field",0.06,mg/L,Actual,,,,,,,Method 375.4,USEPA,Barium chloride turbidimetric method,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Sulfur,,"Filtered, field",2.4,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-07-04,,,,,,,Surface area,,,75.4659,km2,Calculated,,,,,,,,,,,,,,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-07-04,,,,,,Probe/Sensor,"Temperature, water",,,21.1,deg C,Actual,,,,,,,,,,,,,,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,"Total Nitrogen, mixed forms",as N,"Filtered, field",0.47,mg/L,Actual,,,,,,,Total Nitrogen,PROPRIETARY,Shimadzu TOC-L CPH Model + TNM-L,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,UV 254,,,0.41,units/cm,Blank Corrected,,,,,,,Shimadzu UV-1280,PROPRIETARY,Shimadzu UV-1280,,,,Catchment and Wetland Sciences Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS1,Mackenzie Highway Stream WS1,63.090439,-123.233181,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Zinc,,"Filtered, field",0.05,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Ammonium,as N,"Filtered, field",12.55,ug/L,Actual,,,,,,,Salicylate-hypochlorite method,PROPRIETARY,Salicylate-hypochlorite method,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Calcium,,"Filtered, field",33.37,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Chloride,,"Filtered, field",14.19,mg/L,Actual,,,,,,,Method 325.2,USEPA,Ferrithiocyante method.,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-07-04,,,,,,Probe/Sensor,Conductivity,,,294,uS/cm,Actual,,,,,,,,,,,,,,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Iron,,"Filtered, field",0.14,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Magnesium,,"Filtered, field",9.81,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Manganese,,"Filtered, field",0.01,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Mercury,,"Filtered, lab",1.89,ng/L,Actual,,,,,,,Method 1631,USEPA,Mercury in Water by CVAFS,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Mercury,,Total,2.44,ng/L,Actual,,,,,,,Method 1631,USEPA,Mercury in Water by CVAFS,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Methylmercury(1+),,"Filtered, lab",0.42,ng/L,Actual,,,,,,,Isotope dilution following distillation,PROPRIETARY,Isotope dilution following distillation,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Methylmercury(1+),,Total,0.45,ng/L,Actual,,,,,,,Isotope dilution following distillation,PROPRIETARY,Isotope dilution following distillation,,,,Biogeochemical Analytical Service Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Nitrate,as N,"Filtered, field",2.56,ug/L,Actual,,,,,,,Method 353.1,USEPA,Hydrazine reduction method.,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Nitrite,as N,"Filtered, field",,,Actual,Not Detected,,,,,,Method 353.1,USEPA,Hydrazine reduction method.,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Organic carbon,,"Filtered, field",20.67,mg/L,Actual,,,,,,,Non-Purgeable Organic Carbon,PROPRIETARY,Shimadzu TOC-L CPH Model + TNM-L,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Orthophosphate,as P,"Filtered, field",5.61,ug/L,Actual,,,,,,,Method 365.1,USEPA,Molybdenum Blue method,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2019-07-04,,,,,,Probe/Sensor,pH,,,7.82,None,Actual,,,,,,,,,,,,,,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Potassium,,"Filtered, field",0.73,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
CIMP 199: Water quality of peatland ponds and streams on a latitudinal transect,WS10,Willowlake River,62.710903,-123.085233,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2019-07-04,,,,,,Water Bottle,Sodium,,"Filtered, field",12.04,mg/L,Actual,,,,,,,ICP-OES,THERMO-SCIENTIFIC,ICP-OES,,,,Natural Resources Analytical Laboratory,
